Genus,Species,Genus Specis,Common Name,Compound Name,Reference (Nature format)
Milettia,atropurpurea,Milettia atropurpurea,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,cinerea,Milettia cinerea,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,grandis,Milettia grandis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,japonica,Milettia japonica,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,lauentii,Milettia lauentii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,pendula,Milettia pendula,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,pubinervis,Milettia pubinervis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,racemosa,Milettia racemosa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,stuhlmannii,Milettia stuhlmannii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milettia,thonningii,Milettia thonningii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Milletia ,(3 species),Milletia  (3 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Mimbelia,oxyloboides ,Mimbelia oxyloboides ,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Mirbelia,dilatata,Mirbelia dilatata,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Mirbelia,oxylobioides,Mirbelia oxylobioides,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Mucuna,,Mucuna ,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Muelleranthus,trifoliolatus,Muelleranthus trifoliolatus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Mundulea,(1 species),Mundulea (1 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Neocracca,heterantha,Neocracca heterantha,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Neonotonia,wightii,Neonotonia wightii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Notospartium,carmichaelii,Notospartium carmichaelii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Olneya,(1 species),Olneya (1 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Olneya,tesota,Olneya tesota,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Olneya,tesota,Olneya tesota,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Ononis,(4 species),Ononis (4 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Ononis,fructicosa,Ononis fructicosa,,Canavanine,"Bell, E. A. Canavanine and related compounds in Leguminosae. Biochem J 70, 617-619 (1958). https://doi.org/10.1042/bj0700617"
Ononis,fructicosa,Ononis fructicosa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ononis,natrix,Ononis natrix,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ononis,reclinata,Ononis reclinata,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ononis,repens,Ononis repens,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ononis,rotundifola,Ononis rotundifola,round-leaved restharrow,Canavanine,"Bell, E. A. Canavanine in the Leguminosae. Biochem J 75, 618-620 (1960). https://doi.org/10.1042/bj0750618"
Ononis,rotundifola,Ononis rotundifola,round-leaved restharrow,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ononis,serrata,Ononis serrata,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ononis,spinosa,Ononis spinosa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ornithopis,(3 species),Ornithopis (3 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Ornithopus,compressus,Ornithopus compressus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x.     Elamine, Y., Alaiz, M., Giron-Calle, J., Guine, R. P. F. & Vioque, J. Nutritional Characteristics of the Seed Protein in 23 Mediterranean Legumes. Agronomy-Basel 12 (2022). https://doi.org/10.3390/agronomy12020400"
Ornithopus,perpusilius,Ornithopus perpusilius,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ornithopus,sativus,Ornithopus sativus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Oxylobium,ellipticum,Oxylobium ellipticum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Oxylobium,lanceolatum,Oxylobium lanceolatum,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Oxylobium,lanceolatum,Oxylobium lanceolatum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Oxylobium,robusturn ,Oxylobium robusturn ,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Oxylobium,robusturn ,Oxylobium robusturn ,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Oxytropis,montanus,Oxytropis montanus,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Oxytropis,montanus,Oxytropis montanus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Oxytropis,uralensis,Oxytropis uralensis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pachyrhizus,erosus,Pachyrhizus erosus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pachyrhizus,strigosus,Pachyrhizus strigosus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pachyrhizus,tuberosus,Pachyrhizus tuberosus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pachyrhizus,vernalis,Pachyrhizus vernalis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Peteria,glanulosa,Peteria glanulosa,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Peteria,scoparia,Peteria scoparia,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Peteria,thomopsoniae,Peteria thomopsoniae,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Phaseolus,anisotrichus,Phaseolus anisotrichus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Platylobium,formosum,Platylobium formosum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Platylobium,obtusangulum,Platylobium obtusangulum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Platysepalum,chevalieri,Platysepalum chevalieri,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Poissonia,hypoleuca,Poissonia hypoleuca,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Poissonia,orbicularis,Poissonia orbicularis,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Pseudarthria,hookeri,Pseudarthria hookeri,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Ptychosema,trifoliata,Ptychosema trifoliata,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pueraria,colletii,Pueraria colletii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pueraria,wallichii,Pueraria wallichii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pultenaea,microphylla,Pultenaea microphylla,,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Pultenaea,microphylla,Pultenaea microphylla,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pultenaea,cunninghamii,Pultenaea cunninghamii,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pultenaea,daphnoides,Pultenaea daphnoides,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pultenaea,stipularia,Pultenaea stipularia,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Pultenaea,stipularia ,Pultenaea stipularia ,handsome bush pea,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Robinia,(4 species),Robinia (4 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Robinia,glutinosa,Robinia glutinosa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Robinia,hispida,Robinia hispida,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Robinia,hispida,Robinia hispida,,Canavanine,"Lavin, M. The occurrence of canavanine in seeds of the tribe Robinieae. Biochem. Syst. Ecol. 14, 71-73 (1986). https://doi.org/10.1016/0305-1978(86)90087-6"
Robinia,neomexicana,Robinia neomexicana,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Robinia,pseudoacacia,Robinia pseudoacacia,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Robinia,pseudoacacia,Robinia pseudoacacia,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Robinia,pseudoacacia,Robinia pseudoacacia,,Canavanine,"Kamo, T., Tokuoka, Y. & Miyazaki, M. Quantification of Canavanine, 2-Aminoethanol, and Cyanamide in Aphis craccivora and its Host Plants, Robinia pseudoacacia and Vicia angustifolia: Effects of These Compounds on Larval Survivorship of Harmonia axyridis. Journal of Chemical Ecology 38, 1552-1560 (2012). https://doi.org/10.1007/s10886-012-0220-9"
